Signal
8,441380696
10,10210466
2,678756562
4,353115702
2,703836328
-0,255029466
-2,492718137
0,121356133
-3,848669064
4,823240454
-5,028600707
-0,725152464
-3,350790609
-6,123478954
-4,379110556
-4,328950368
-6,946623479
-6,139399907
-1,762034
-4,860372134
-2,568883007
-1,176343214
3,799165876
3,904753295
-10,45955552
-2,33659802
2,657586818
12,79775149
-0,75451162
2,546723478
4,145116037
2,96651688
3,994563789
10,8823724
6,694835964
3,047278315
0,315133578
9,336427768
-6,585177037
3,529791051
0,975939609
6,871901074
10,14024999
-6,118279773
1,328498892
4,417859698
7,220641273
0,062389731
-1,931843292
-6,357155198
-3,515890661
6,857600727
4,31326637
-0,450163942
7,301714704
4,458209049
5,202480958
-3,037777617
-8,683207463
2,908938934
-0,194713683
2,025211581
3,014037362
-5,929265442
-4,535210952
-2,828291944
2,507599911
-3,783777427
-1,847223529
-7,455270165
-0,177866285
2,440714033
-5,67129693
1,008269476
-0,840516328
4,664600293
3,362868782
-2,625079454
11,62586847
1,751568262
-3,352257732
-3,157214134
-7,871367111
2,582767533
5,381939525
1,926137384
6,877128991
5,486473188
8,128843819
6,040693189
6,11588227
-3,99087088
-0,059625408
2,600611909
8,628616546
-3,942274284
0,910897862
3,838109612
5,40220139
-5,145995927
-2,66588503
-7,879154733
-14,15065413
-4,506956742
